ID	MP Name	Nature of membership	Start of Term	End of Term	Number of terms	Constituency	State	Political party	Gender	Educational qualifications	Educational qualifications - details	Age	Debates	Private Member Bills	Questions	Attendance	Notes	National Debates average	National Private Member Bills average	National Questions average	National Attendance average	State's Debates average	State's Private Member Bills average	State Questions	State's Attendance average		House
1059	Kantilal Bhuria	Elected	Friday, November 27, 2015	In office	Fifth	Ratlam	Madhya Pradesh	Indian National Congress	Male	Post Graduate	M.A., LL.B.; Educated at Chandrashekhar Azad College, Distt. Jhabua, Madhya Pradesh	68	9	0	28	67%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	47.1	1.7	202	80	53	0.3	207	82%		Lok Sabha
1060	Kanwar Singh Tanwar	Elected	Sunday, May 18, 2014	In office	First	Amroha	Uttar Pradesh	Bharatiya Janata Party	Male	Matric	10th Pass	58	23	0	351	90%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1061	Kapil Krishna Thakur	Elected	Sunday, May 18, 2014	Monday, October 13, 2014	First	Bongaon	West Bengal	All India Trinamool Congress	Male	Graduate	Graduate	78	0	0	0	48%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	5.2	0.1	18	80	3.3	0	8	65%		Lok Sabha
1062	Kapil Moreshwar Patil	Elected	Sunday, May 18, 2014	In office	First	Bhiwandi	Maharashtra	Bharatiya Janata Party	Male	Graduate	Graduate	58	54	0	463	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1063	Karadi Sanganna Amarappa	Elected	Sunday, May 18, 2014	In office	First	Koppal	Karnataka	Bharatiya Janata Party	Male	Inter/ Higher Secondary	S.L.C.	68	35	0	148	81%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
542518	Karan Singh Yadav	Elected	Monday, February 5, 2018	In office	Second	Alwar	Rajasthan	Indian National Congress	Male	Professional Graduate	M.B,B.S., M.S., M.Ch.M.N.A.M.S., British Commonwealth Fellowship in C.T. Surgery; Educated at S.P. Medical College Bikaner, Christian Medical College, Vellore and National Board of Examination and Southampton General Hospital, U.K.	74	16	0	21	90%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	10	0.5	64	80	12.8	0.2	72	88%		Lok Sabha
1064	Kariya Munda	Elected	Sunday, May 18, 2014	In office	Eighth	Khunti	Jharkhand	Bharatiya Janata Party	Male	Post Graduate	M.A.; Educated at Ranchi University, Ranchi, Jharkhand	82	2	0	0	96%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	87.5	6.6	436	86%		Lok Sabha
1065	Kaushal Kishore	Elected	Sunday, May 18, 2014	In office	First	Mohanlalganj	Uttar Pradesh	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Inter/ Higher Secondary	59	37	0	206	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1066	Kaushalendra Kumar	Elected	Sunday, May 18, 2014	In office	Second	Nalanda	Bihar	Janata Dal (United)	Male	Inter/ Higher Secondary	I.A.; Educated S.P.M. College, Udatpuri, Biharsharif, Nalanda, Bihar	61	234	0	422	97%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1067	Keshav Prasad Maurya	Elected	Sunday, May 18, 2014	Thursday, September 21, 2017	First	Phulpur	Uttar Pradesh	Bharatiya Janata Party	Male	Graduate	Graduate	49	122	0	158	70%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	54.5	1.6	217	80	88.7	1.1	142	86%		Lok Sabha
1068	Kesineni Srinivas	Elected	Sunday, May 18, 2014	In office	First	Vijayawada	Andhra Pradesh	Telugu Desam Party	Male	Matric	Matric	53	27	2	322	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1069	Kiren Rijiju	Elected	Sunday, May 18, 2014	In office	Second	Arunachal West	Arunachal Pradesh	Bharatiya Janata Party	Male	Professional Graduate	B.A.,LL.B. Educated at Hansraj College and Campus Law Centre, Faculty of Law, University of Delhi	47	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1070	Kirit Premjibhai Solanki	Elected	Sunday, May 18, 2014	In office	Second	Ahmedabad West	Gujarat	Bharatiya Janata Party	Male	Professional Post Graduate	M.B.B.S., M.S. and F.I.C.S.; Educated at (i) Smt. N.H.L. Municipal Medial College and K.M. School of Post Graduate Medicine and Research, Sheth V.S. General Hospital , Ahmedabad; (ii) B.J. Medical College and Civil Hospital, Ahmedabad; and (iii) Fellow of	68	333	37	416	97%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
1071	Kirit Somaiya	Elected	Sunday, May 18, 2014	In office	Second	Mumbai-North-East	Maharashtra	Bharatiya Janata Party	Male	Doctorate	B.Com., F.C.A., Ph.D. Educated at Bombay University, Mumbai (Maharashtra) and Institute of Chartered Accountants, Delhi	65	121	2	475	97%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1072	Kirron Anupam Kher	Elected	Sunday, May 18, 2014	In office	First	Chandigarh	Chandigarh	Bharatiya Janata Party	Female	Post Graduate	M.A(English Literature)	66	38	1	337	84%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	38	1	337	84%		Lok Sabha
1073	Kirti (Jha) Azad	Elected	Sunday, May 18, 2014	In office	Third	Darbhanga	Bihar	Bharatiya Janata Party	Male	Graduate	B.A. (Hons.) History; Educated at St. Stephen's College, University of Delhi, Delhi	60	33	4	466	95%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1074	Kirti Vardhan Singh	Elected	Sunday, May 18, 2014	In office	Third	Gonda	Uttar Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.Sc. (Geology) Educated at Lucknow University, Lucknow, Uttar Pradesh	53	11	0	126	76%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1075	Konakalla Narayana Rao	Elected	Sunday, May 18, 2014	In office	Second	Machilipatnam	Andhra Pradesh	Telugu Desam Party	Male	Inter/ Higher Secondary		68	2	0	219	81%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1076	Konda Vishweshwar Reddy	Elected	Sunday, May 18, 2014	In office	First	Chelvella	Telangana	Telangana Rashtra Samithi	Male	Professional Graduate	Engineering	59	68	3	232	95%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.2	2.4	302	68%		Lok Sabha
1077	Kotha Prabhakar Reddy	Elected	Tuesday, September 16, 2014	In office	First	Medak	Telangana	Telangana Rashtra Samithi	Male	Graduate	B.A., Govt. Degree College, Siddipet, Medak. A.P. from Osmania University	53	20	0	375	56%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	61.9	2.2	275	80	35.3	2.4	284	68%		Lok Sabha
1078	Kothapalli Geetha	Elected	Sunday, May 18, 2014	In office	First	Araku	Andhra Pradesh	Yuvajana Sramika Rythu Congress Party	Female	Post Graduate	M.A.(Pub. Ad., Sociology)	48	93	0	602	94%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1079	Krishan Pal	Elected	Sunday, May 18, 2014	In office	First	Faridabad	Haryana	Bharatiya Janata Party	Male	Professional Graduate	B.A. LL.B.	62	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1080	Krishna Pratap K.P.	Elected	Sunday, May 18, 2014	In office	First	Jaunpur	Uttar Pradesh	Bharatiya Janata Party	Male	Doctorate	Ph.D.	42	6	0	113	93%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1081	Krishna Raj	Elected	Sunday, May 18, 2014	In office	First	Shahjahanpur	Uttar Pradesh	Bharatiya Janata Party	Female	Post Graduate	M.A.	52	50	0	68	96%	This MP was appointed a minister in Jul 2016. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till May 2016. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	35.4	1	137	80	51.8	0.7	82	86%		Lok Sabha
1082	Kristappa Nimmala	Elected	Sunday, May 18, 2014	In office	Second	Hindupur	Andhra Pradesh	Telugu Desam Party	Male	Graduate	B.Com.; Educated at Osmania College, Kurnool	62	16	0	189	87%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1083	Krupal Balaji Tumane	Elected	Sunday, May 18, 2014	In office	First	Ramtek	Maharashtra	Shiv Sena	Male	Graduate	B.Sc	53	43	0	488	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1084	Kulamani Samal	Elected	Sunday, May 18, 2014	In office	First	Jagatsinghpur	Odisha	Biju Janata Dal	Male	Professional Graduate	M.B.B.S.	70	252	0	147	100%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	67.1	3.7	218	82%		Lok Sabha
1085	Kunwer Sarvesh Kumar	Elected	Sunday, May 18, 2014	In office	First	Moradabad	Uttar Pradesh	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Intermediate	67	0	0	106	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
822417	L.R. Shivarame Gowda	Elected	Tuesday, November 6, 2018	In office	First	Mandya	Karnataka	Bharatiya Janata Party	Male	Information not available	Information not available	54	1	0	64	96%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	3.3	0.2	24	80	2.8	0	28	79%		Lok Sabha
1086	Ladu Kishore Swain	Elected	Sunday, May 18, 2014	Tuesday, February 5, 2019	First	Aska	Odisha	Biju Janata Dal	Male	Graduate	B.A.	71	15	0	55	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	65.8	2.2	288	80	65.5	3.6	215	82%		Lok Sabha
1087	Lakhan Lal Sahu	Elected	Sunday, May 18, 2014	In office	First	Bilaspur	Chhattisgarh	Bharatiya Janata Party	Male	Post Graduate	M.A., LL.B.	47	94	0	238	86%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	27.1	0.1	226	83%		Lok Sabha
1088	Lal Krishna Advani	Elected	Sunday, May 18, 2014	In office	Seventh	Gandhinagar	Gujarat	Bharatiya Janata Party	Male	Professional Graduate	Law Graduate; Educated at St. Patricks High School, Karachi, D.G. National College, Hyderabad, Sindh (now in Pakistan) and Government Law College, Mumbai (Maharashtra)	91	1	0	0	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
1089	Lallu Singh	Elected	Sunday, May 18, 2014	In office	First	Faizabad	Uttar Pradesh	Bharatiya Janata Party	Male	Professional Graduate	LL.B.	64	21	0	285	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1090	Lalubhai Babubhai Patel	Elected	Sunday, May 18, 2014	In office	Second	Daman and Diu	Daman & Diu	Bharatiya Janata Party	Male	Matric	Shree Somnath Kolvani Mandal High School, Dabhol, Daman	63	5	0	21	72%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	5	0	21	72%		Lok Sabha
1091	Laxman Giluwa	Elected	Sunday, May 18, 2014	In office	Second	Singhbhum	Jharkhand	Bharatiya Janata Party	Male	Graduate	B.Com. Educated at University of Ranchi, Ranchi (Bihar)	54	31	0	514	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	87.5	6.6	436	86%		Lok Sabha
1092	Laxmi Narayan Yadav	Elected	Sunday, May 18, 2014	In office	First	Sagar	Madhya Pradesh	Bharatiya Janata Party	Male	Professional Graduate	B.A., LL.B.	74	45	0	369	94%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	69.4	0.9	285	82%		Lok Sabha
1093	Liladharbhai Khodaji Vaghela	Elected	Sunday, May 18, 2014	In office	First	Patan	Gujarat	Bharatiya Janata Party	Male	Professional Graduate	B.A. B.Ed. from Gujarat Vidhyapith, Ahmedabad, Gujarat, Hindi Visharad from allahabad Prayag, U.P. 17-02-1935	84	0	0	11	76%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
1094	M. B. Rajesh	Elected	Sunday, May 18, 2014	In office	Second	Palakkad	Kerala	Communist Party of India (Marxist)	Male	Post Graduate	M.A. (Economics), LL.B.; Educated at NSS College Ottappalam, University of Calicut and Kerala Law Academy Law College Trivandrum, University of Kerala	48	238	0	578	84%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	142.5	4.7	424	77%		Lok Sabha
1095	M. Chandrakasi	Elected	Sunday, May 18, 2014	In office	First	Chidambaram	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Post Graduate	M.A., Bachelor in Library & Information Science	50	24	0	316	77%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1096	M. I. Shanavas	Elected	Sunday, May 18, 2014	Friday, December 21, 2018	Second	Wayanad	Kerala	Indian National Congress	Male	Post Graduate	M.A. (English), LL.B; Educated at Farook College, Kozhikkode and Law College, Ernakulam.	67	46	0	232	68%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	64.2	2.1	277	80	136.3	4.1	405	77%		Lok Sabha
1097	M. K. Raghavan	Elected	Sunday, May 18, 2014	In office	Second	Kozhikode	Kerala	Indian National Congress	Male	Graduate	B.A. History	66	70	15	339	76%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	142.5	4.7	424	77%		Lok Sabha
1098	M. Udhaya Kumar	Elected	Sunday, May 18, 2014	In office	First	Dindigul	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Post Graduate	M.A., B.L.	50	51	0	489	84%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1099	M. Vasanthi	Elected	Sunday, May 18, 2014	In office	First	Tenkasi	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Female	Post Graduate	M.A.	56	22	0	282	76%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1100	M. Veerappa Moily	Elected	Sunday, May 18, 2014	In office	Second	Chikkballapur	Karnataka	Indian National Congress	Male	Professional Graduate	B.A., B.L.; Educated at Government Law College, Bangalore	79	23	0	12	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
625822	Madhukrao Yashwantrao Kukade	Elected	Thursday, May 31, 2018	In office	First	Bhandara-Gondiya	Maharashtra	Nationalist Congress Party	Male	Information not available	Information not available	67	10	0	0	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	8.9	0.5	40	80	10.3	1.2	90	78%		Lok Sabha
1101	Maganti Venkateswara Rao (Babu)	Elected	Sunday, May 18, 2014	In office	Second	Eluru	Andhra Pradesh	Telugu Desam Party	Male	Graduate	B.A.	59	0	0	60	81%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1102	Mahboob Ali Kaiser	Elected	Sunday, May 18, 2014	In office	First	Khagaria	Bihar		Male	Graduate	Graduate	51	2	0	4	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1103	Maheish Girri	Elected	Sunday, May 18, 2014	In office	First	East Delhi	Delhi	Bharatiya Janata Party	Male	Matric	10th Pass	45	43	18	446	93%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	65.8	12.7	315	92%		Lok Sabha
1104	Mahendra Nath Pandey	Elected	Sunday, May 18, 2014	In office	First	Chandauli	Uttar Pradesh	Bharatiya Janata Party	Male	Doctorate	M.A., PhD. (Hindi), Master of Journalism	61	51	1	60	81%	This MP was a minister from Jul 2016 to Sep 2017. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus not available for the above period. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	47.9	1.7	213	80	72.7	1.4	138	86%		Lok Sabha
1105	Mahesh Sharma	Elected	Sunday, May 18, 2014	In office	First	Gautam Buddha Nagar	Uttar Pradesh	Bharatiya Janata Party	Male	Professional Graduate	M.B.B.S.	59	1	0	0	97%	This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till Aug 2014. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	5.2	0.1	18	80	5.6	0.1	8	86%		Lok Sabha
1106	Mala Rajya Laxmi Shah	Elected	Sunday, May 18, 2014	In office	Second	Tehri Garhwal	Uttarakhand	Bharatiya Janata Party	Female	Inter/ Higher Secondary	Educated at Convent of Jesus & Mary, Pune and Ratna Rajya Laxmi College, Kathmandu (attended for 2 years)	68	33	0	33	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	43.6	6.3	135	90%		Lok Sabha
1107	Malla Reddy	Elected	Sunday, May 18, 2014	Friday, December 14, 2018	First	Malkajgiri	Telangana	Telugu Desam Party	Male	Under Graduate	Under Graduate	65	21	1	427	80%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	63.9	2.1	273	80	36.8	2.1	286	68%		Lok Sabha
1108	Mallikarjun Kharge	Elected	Sunday, May 18, 2014	In office	Second	Gulbarga	Karnataka	Indian National Congress	Male	Professional Graduate	B.A., LL.B; Educated at Karnataka University, Karnataka	76	155	0	332	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
1109	Malyadri Sriram	Elected	Sunday, May 18, 2014	In office	First	Bapatla	Andhra Pradesh	Telugu Desam Party	Male	Post Graduate	M.A(Economics)	64	3	0	211	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1110	Mamata Thakur	Elected	Monday, February 23, 2015	In office	First	Bongaon	West Bengal	All India Trinamool Congress	Female	Others	Class 8th	54	6	0	0	73%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	57.9	2	254	80	28.6	0.2	78	65%		Lok Sabha
1111	Mamtaz Sanghamita	Elected	Sunday, May 18, 2014	In office	First	Bardhaman-Durgapur	West Bengal	All India Trinamool Congress	Female	Professional Post Graduate	M.D. (Obst and Gynae)	73	82	0	51	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1112	Maneka Gandhi	Elected	Sunday, May 18, 2014	In office	Seventh	Pilibhit	Uttar Pradesh	Bharatiya Janata Party	Female	Inter/ Higher Secondary	I.S.C.; Educated at Lawrence School, Sanawar, Himachal Pradesh	62	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1113	Manohar Untwal	Elected	Sunday, May 18, 2014	Friday, December 21, 2018	First	Dewas	Madhya Pradesh	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Information not available	69	2	0	53	58%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	64.2	2.1	277	80	67.3	0.8	271	82%		Lok Sabha
1114	Manoj Rajoria	Elected	Sunday, May 18, 2014	In office	First	Karauli-Dholpur	Rajasthan	Bharatiya Janata Party	Male	Professional Post Graduate	B.H.M.S., M.D.(Homoeopathy)	49	282	12	422	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	138.2	3.8	390	88%		Lok Sabha
1115	Manoj Sinha	Elected	Sunday, May 18, 2014	In office	Third	Ghazipur	Uttar Pradesh	Bharatiya Janata Party	Male	Professional Graduate	B. Tech. (Civil Engg.) Educated at U.P. Board, Allahabad and Institute of Technology, Kashi Hindu Vishwavidyalaya, Varanasi (Uttar Pradesh)	59	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1116	Manoj Tiwari	Elected	Sunday, May 18, 2014	In office	First	North East Delhi	Delhi	Bharatiya Janata Party	Male	Professional Post Graduate	I.Sc., B.A. (History), B.P.Ed., M.P.Ed.	48	10	0	261	80%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	65.8	12.7	315	92%		Lok Sabha
