ID	MP Name	Nature of membership	Start of Term	End of Term	Number of terms	Constituency	State	Political party	Gender	Educational qualifications	Educational qualifications - details	Age	Debates	Private Member Bills	Questions	Attendance	Notes	National Debates average	National Private Member Bills average	National Questions average	National Attendance average	State's Debates average	State's Private Member Bills average	State Questions	State's Attendance average		House
1610	Kamlesh Paswan	Elected	Monday, May 18, 2009	In office		Bansgaon	Uttar Pradesh	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Educated at St. Pauls School I.C.S.E. Board Gorakhpur and U.P. Board, Gorakhpur	37	20	0	116	80%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1611	Kantilal Bhuria	Elected	Monday, May 18, 2009	In office		Ratlam	Madhya Pradesh	Indian National Congress	Male	Post Graduate	M.A., LL.B.; Educated at Chandrashekhar Azad College, Distt. Jhabua, Madhya Pradesh	63	0	0	0	54%	This MP was a Minister. He tendered his resignation on 12th Jul, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 13th Jul, 2011. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	22	0.4	182	76%	30	0.4	148	82%		Lok Sabha
1612	Kapil Muni Karwariya	Elected	Monday, May 18, 2009	In office		Phulpur	Uttar Pradesh	Bahujan Samaj Party	Male	Graduate	B.A., LL.B.; Educated at Allahabad University and Lucknow University	46	26	0	389	80%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1613	Kapil Sibal	Elected	Monday, May 18, 2009	In office		Chandni Chowk	Delhi	Indian National Congress	Male	Post Graduate	M.A. (History), LL. M.; Educated at St. Stephen`s College, University of Delhi, Delhi and Harward Law School, USA	65	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1614	Kariya Munda	Elected	Monday, May 18, 2009	In office		Khunti	Jharkhand	Bharatiya Janata Party	Male	Post Graduate	M.A.; Educated at Ranchi University, Ranchi, Jharkhand	77	N/A	N/A	N/A	N/A	As Deputy Speaker, this MP does not not sign the attendance register, ask questions, introduce private member bills, or participate in debates. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1615	Katti Ramesh Vishwanath	Elected	Monday, May 18, 2009	In office		Chikkodi	Karnataka	Bharatiya Janata Party	Male	Under Graduate	PUC (Science)	49	22	0	138	70%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	21.2	0.2	350	68%		Lok Sabha
1616	Kaushalendra Kumar	Elected	Monday, May 18, 2009	In office		Nalanda	Bihar	Janata Dal (United)	Male	Inter/ Higher Secondary	I.A.; Educated S.P.M. College, Udatpuri, Biharsharif, Nalanda, Bihar	56	93	0	457	97%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1617	Kavuri Samba Siva Rao	Elected	Monday, May 18, 2009	In office		Eluru	Andhra Pradesh	Indian National Congress	Male	Graduate	B.E.; Educated at Regional Engineering College, Warangal, Andhra Pradesh	70	31	0	152	78%	This MP was appointed a minister in Jun, 2013. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 8th May, 2013. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	33.6	0.8	265	76%	18.4	0.4	309	68%		Lok Sabha
1618	Khagen Das	Elected	Monday, May 18, 2009	In office		Tripura West	Tripura	Communist Party of India (Marxist)	Male	Post Graduate	M.Com., B.Ed.; Educated at S.N. College and Calcutta University, Kolkatta; West Bengal	76	37	1	310	75%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	21.5	0.5	155	80%		Lok Sabha
1619	Khatgaonkar Patil Bhaskarrao Bapurao	Elected	Monday, May 18, 2009	In office		Nanded	Maharashtra	Indian National Congress	Male	Graduate	B.E. (Mech.); Educated at Osmania University, Hyderabad, Andhra Pradesh	69	4	0	859	76%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1620	Khiladi Lal Bairwa	Elected	Monday, May 18, 2009	In office		Karauli-Dholpur	Rajasthan	Indian National Congress	Male	Graduate	B.A.; Educated at Hindi Vishwavidyalaya Allahabad, Uttar Pradesh	50	22	0	162	91%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	51.5	1	304	88%		Lok Sabha
1621	Killi Krupa Rani	Elected	Monday, May 18, 2009	In office		Srikakulam	Andhra Pradesh	Indian National Congress	Female	Graduate	M.B.B.S.; Educated at Andhra Medical College, Visakhapatanam, Andhra Pradesh	48	19	0	338	89%	This MP was appointed a minister in Oct, 2012. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 7th Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	28.8	0.6	215	76%	16	0.4	266	68%		Lok Sabha
1622	Kirit Premjibhai Solanki	Elected	Monday, May 18, 2009	In office		Ahmedabad West	Gujarat	Bharatiya Janata Party	Male	Post Graduate	M.B.B.S., M.S. and F.I.C.S.; Educated at (i) Smt. N.H.L. Municipal Medial College and K.M. School of Post Graduate Medicine and Research, Sheth V.S. General Hospital , Ahmedabad; (ii) B.J. Medical College and Civil Hospital, Ahmedabad; and (iii) Fellow of	63	157	10	457	89%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	41	1.4	382	76%		Lok Sabha
1623	Kirodilal Meena	Elected	Monday, May 18, 2009	In office		Dausa	Rajasthan	Independent	Male	Graduate	M.B.B.S.; Educated at S.P. Medical College, Bikaner, Rajasthan	62	39	0	601	86%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	36.9	0.8	292	76%	50	1	296	88%		Lok Sabha
1624	Kirti (Jha) Azad	Elected	Monday, May 18, 2009	In office		Darbhanga	Bihar	Bharatiya Janata Party	Male	Graduate	B.A. (Hons.) History; Educated at St. Stephen's College, University of Delhi, Delhi	55	34	0	296	94%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1625	Kishanbhai Vestabhai Patel	Elected	Monday, May 18, 2009	In office		Valsad	Gujarat	Indian National Congress	Male	Inter/ Higher Secondary		49	8	0	787	81%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	41	1.4	382	76%		Lok Sabha
1626	Komatireddy Raj Gopal Reddy	Elected	Monday, May 18, 2009	In office		Bhongir	Andhra Pradesh	Indian National Congress	Male	Graduate	B.A.; Osmania University	46	0	0	158	65%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1627	Konakalla Narayana Rao	Elected	Monday, May 18, 2009	In office		Machilipatnam	Andhra Pradesh	Telugu Desam Party	Male	Inter/ Higher Secondary		63	3	0	30	74%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1628	Krishna Tirath	Elected	Monday, May 18, 2009	In office		North West Delhi	Delhi	Indian National Congress	Female	Post Graduate	M.A., B.Ed.; Educated at University of Delhi and C.I.E., University of Delhi	58	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1629	Kristappa Nimmala	Elected	Monday, May 18, 2009	In office		Hindupur	Andhra Pradesh	Telugu Desam Party	Male	Graduate	B.Com.; Educated at Osmania College, Kurnool	57	9	0	41	78%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1630	Kuldeep Bishnoi	Elected	Tuesday, November 22, 2011	In office		Hisar	Haryana	Haryana Janhit Congress	Male	Graduate	BA, Punjab University, Chandigarh	45	8	0	180	50%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	19	0.3	157	76%	8.4	0.1	153	69%		Lok Sabha
1631	Kumbakudi Sudhakaran	Elected	Monday, May 18, 2009	In office		Kannur	Kerala	Indian National Congress	Male	Post Graduate	M.A. (History); Educated at Govt. Brennen College, Telecherry	65	14	0	292	66%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	69.4	1.5	416	79%		Lok Sabha
1632	Kunwarjibhai Mohanbhai Bavaliya	Elected	Monday, May 18, 2009	In office		Rajkot	Gujarat	Indian National Congress	Male	Graduate	B.Sc., B.Ed.; Educated at Saurashtra University and Gujarat University, Gujarat	58	8	0	320	66%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	41	1.4	382	76%		Lok Sabha
1633	Lakshmi Panabaka	Elected	Monday, May 18, 2009	In office		Bapatla	Andhra Pradesh	Indian National Congress	Female	Post Graduate	M.A.; Educated at Andhra University, Vishakhapatnam (Andhra Pradesh)	55	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1634	Lal Chand Kataria	Elected	Monday, May 18, 2009	In office		Jaipur Rural	Rajasthan	Indian National Congress	Male	Inter/ Higher Secondary	Educated at a Private Institute.	45	6	0	238	92%	This MP was appointed a minister in Oct, 2012. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 7th Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	28.8	0.6	215	76%	39.2	0.8	214	88%		Lok Sabha
1635	Lal Ji Tandon	Elected	Monday, May 18, 2009	In office		Lucknow	Uttar Pradesh	Bharatiya Janata Party	Male	Graduate		78	10	0	150	81%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1636	Lal Krishna Advani	Elected	Monday, May 18, 2009	In office		Gandhinagar	Gujarat	Bharatiya Janata Party	Male	Graduate	Law Graduate; Educated at St. Patricks High School, Karachi, D.G. National College, Hyderabad, Sindh (now in Pakistan) and Government Law College, Mumbai (Maharashtra)	86	39	0	0	96%	This MP was the Leader of Opposition till the end of Winter Session, 2009 and hence, did not sign the attendance register. Attendance is thus available only from 22nd Feb, 2010. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	41	1.4	382	76%		Lok Sabha
1637	Lalit Mohan Suklabaidya	Elected	Monday, May 18, 2009	In office		Karimganj	Assam	Indian National Congress	Male	Post Graduate	M.A. (Economics); Educated at Karimganj College, Karimganj and Gauhati University (Assam)	71	24	0	22	95%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	22.1	0.5	83	80%		Lok Sabha
1638	Lalu Prasad	Elected	Monday, May 18, 2009	In office		Saran	Bihar	Rashtriya Janata Dal	Male	Graduate	B.A., LL.B.; Educated at Patna University, Patna (Bihar)	65	88	0	0	77%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	36.5	0.8	281	76%	43.5	0.7	311	87%		Lok Sabha
1639	Lalubhai Babubhai Patel	Elected	Monday, May 18, 2009	In office		Daman and Diu	Daman & Diu	Bharatiya Janata Party	Male	Matric	Shree Somnath Kolvani Mandal High School, Dabhol, Daman	58	8	0	78	64%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	8	0	78	64%		Lok Sabha
1640	Laxman Tudu	Elected	Monday, May 18, 2009	In office		Mayurbhanj	Orissa	Biju Janata Dal	Male	Graduate	Educated at M.P.C. College, Baripada (Utkal University), Ravenshaw College, Cuttak, Chandua Govt. High School, Mayurbhanj and Sainik School, Bhubaneswar, Orissa.	48	26	0	314	51%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	35	0.9	382	74%		Lok Sabha
1641	M. Anjan Kumar Yadav	Elected	Monday, May 18, 2009	In office		Secunderabad	Andhra Pradesh	Indian National Congress	Male	Graduate	B.A; Educated at Dharmavanth College, Hyderabad, Andhra Pradesh	52	0	0	643	74%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1642	M. B. Rajesh	Elected	Monday, May 18, 2009	In office		Palakkad	Kerala	Communist Party of India (Marxist)	Male	Post Graduate	M.A. (Economics), LL.B.; Educated at NSS College Ottappalam, University of Calicut and Kerala Law Academy Law College Trivandrum, University of Kerala	42	134	0	513	93%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	69.4	1.5	416	79%		Lok Sabha
1643	M. I. Shanavas	Elected	Monday, May 18, 2009	In office		Wayanad	Kerala	Indian National Congress	Male	Post Graduate	M.A. (English), LL.B; Educated at Farook College, Kozhikkode and Law College, Ernakulam.	62	37	0	305	81%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	69.4	1.5	416	79%		Lok Sabha
1644	M. Jagannath	Elected	Monday, May 18, 2009	In office		Nagarkurnool	Andhra Pradesh	Indian National Congress	Male	Post Graduate	M.B.B.S., D.L.O., M.S. (E.N.T.); Educated at Osmania Medical College, Hyderabad, Andhra Pradesh	62	34	0	278	80%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1645	M. K. Alagiri	Elected	Monday, May 18, 2009	In office		Madurai	Tamil Nadu	Dravida Munnetra Kazhagam	Male	Graduate	B.A.; Educated at Presidency College, Chennai, Tamil Nadu	63	0	0	0	4%	This MP was a Minister. He tendered his resignation on 20th Mar, 2013. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 21st Mar, 2013. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	4.7	0	47	76%	6.7	0	85	69%		Lok Sabha
1646	M. K. Raghavan	Elected	Monday, May 18, 2009	In office		Kozhikode	Kerala	Indian National Congress	Male	Graduate	B.A. History	61	40	8	458	75%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	69.4	1.5	416	79%		Lok Sabha
1647	M. Krishnaswamy	Elected	Monday, May 18, 2009	In office		Arani	Tamil Nadu	Indian National Congress	Male	Graduate	B.A., B.L.; Educated at Law College, Madras, Tamil Nadu	73	25	0	242	90%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1648	M. Veerappa Moily	Elected	Monday, May 18, 2009	In office		Chikkballapur	Karnataka	Indian National Congress	Male	Graduate	B.A., B.L.; Educated at Government Law College, Bangalore	74	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1649	M. Vijaya Shanthi	Elected	Monday, May 18, 2009	In office		Medak	Andhra Pradesh	Telangana Rashtra Samithi	Female	Matric	S.S.C.	47	0	0	0	14%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1650	Madan Lal Sharma	Elected	Monday, May 18, 2009	In office		Jammu	Jammu and Kashmir	Indian National Congress	Male	Inter/ Higher Secondary	Educated at Govt. Higher Secondary School, Pallanwalla; Jammu & Kashmir	61	21	0	79	92%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	44.4	0	96	88%		Lok Sabha
1651	Madhu Goud Yaskhi	Elected	Monday, May 18, 2009	In office		Nizamabad	Andhra Pradesh	Indian National Congress	Male	Post Graduate	B.A., LL.B., LL.M.; Educated at Nizam College, Osmania University; Campus Law Centre, University of Delhi and P.G. College of Law, Osmania University	53	15	0	626	77%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1652	Madhu Kora	Elected	Monday, May 18, 2009	In office		Singhbhum	Jharkhand	Independent	Male	Graduate	Educated at Ignou, Bhubneshwar, Orrisa	43	11	0	71	25%	Complete attendance for this MP is not available (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	38.8	0.8	251	66%		Lok Sabha
1653	Madhusudan Yadav	Elected	Monday, May 18, 2009	In office		Rajnandgaon	Chhattisgarh	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Higher Secondary; Educated at Higher Secondary School, Rajnandgaon, Chattisgarh	43	12	1	134	33%	Complete attendance for this MP is not available (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	13.6	0.5	183	60%		Lok Sabha
1654	Magunta Srinivasulu Reddy	Elected	Monday, May 18, 2009	In office		Ongole	Andhra Pradesh	Indian National Congress	Male	Graduate	B.Com; Educated at V.R. College, Nellore, Andhra Pradesh	60	3	0	808	54%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1655	Mahabal Mishra	Elected	Monday, May 18, 2009	In office		West Delhi	Delhi	Indian National Congress	Male	Inter/ Higher Secondary	Intermediate (Science); Educated at L.S. College Muzaffarpur	60	31	0	318	95%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	32	5.6	296	84%		Lok Sabha
1656	Mahabali Singh	Elected	Monday, May 18, 2009	In office		Karakat	Bihar	Janata Dal (United)	Male	Under Matric	High School, Bhagwanpur, Distt. Kaimur	58	19	0	168	92%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1657	Mahadeo Singh Khandela	Elected	Monday, May 18, 2009	In office		Sikar	Rajasthan	Indian National Congress	Male	Post Graduate	M.A. (Eco.); Educated at University of Rajasthan, Jaipur	70	0	0	0	82%	This MP was a Minister. He tendered his resignation on 28th Oct, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 29th Oct, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	9.1	0.2	85	76%	12.3	0.2	90	88%		Lok Sabha
1658	Mahendra Kumar Roy	Elected	Monday, May 18, 2009	In office		Jalpaiguri	West Bengal	Communist Party of India (Marxist)	Male	Graduate	B.A., B.Ed.; Educated at A.C. College, Jalpaiguri, A.C. Training college, Jalpaiguri	58	39	0	168	94%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
1659	Mahendrasinh Pruthvisinh Chauhan	Elected	Monday, May 18, 2009	In office		Sabarkantha	Gujarat	Bharatiya Janata Party	Male	Graduate	B.S.A.M., LL.B.; Educated at Akhadanand Ayurvedic Medical College, Jamnagar Ayurvedic University and Law College, Modasa, Gujarat University, Ahmedabad	60	174	18	786	97%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	41	1.4	382	76%		Lok Sabha
1660	Mahesh Joshi	Elected	Monday, May 18, 2009	In office		Jaipur	Rajasthan	Indian National Congress	Male	Doctorate	M.A., (P.G. Diploma in Journalism); Educated at University of Rajasthan	59	10	0	351	95%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	51.5	1	304	88%		Lok Sabha
1661	Maheshwar Hazari	Elected	Monday, May 18, 2009	In office		Samastipur	Bihar	Janata Dal (United)	Male	Graduate	B.A.; Educated at V.R.V. College, Samastipur, Bihar	51	36	0	478	93%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1662	Makhansingh Solanki	Elected	Monday, May 18, 2009	In office		Khargone	Madhya Pradesh	Bharatiya Janata Party	Male	Under Matric		61	13	0	125	85%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	46.6	0.4	233	82%		Lok Sabha
1663	Mala Rajya Laxmi Shah	Elected	Saturday, October 13, 2012	In office		Tehri Garhwal	Uttarakhand	Bharatiya Janata Party	Female	Inter/ Higher Secondary	Educated at Convent of Jesus & Mary, Pune and Ratna Rajya Laxmi College, Kathmandu (attended for 2 years)	63	9	0	31	75%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	9.1	0.2	85	76%	13.9	0	34	79%		Lok Sabha
1664	Mallikarjun Kharge	Elected	Monday, May 18, 2009	In office		Gulbarga	Karnataka	Indian National Congress	Male	Graduate	B.A., LL.B; Educated at Karnataka University, Karnataka	71	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
